0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,25,26,27,21,2,52,11,24,7,22,5,53,23,28,30,19,20,1,54,61,55,56,62,63,9,42,17,45,18,43,44,67,35,36,37,38,39,49,47,48,16,12,34,51,31,13,33,57,58,65,59,60,15,10,29,40,46,6,41,14,8,64,66,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,18,9,15,8,16,28,19,27,21,20,22,26,23,35,36,57,58,59,63,62,61,60,2,56,32,4,37,38,39,13,30,40,45,44,43,42,41,1,10,14,55,31,7,11,53,24,46,67,66,65,54,34,51,50,49,48,33,25,12,29,6,64,47,52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,47,20,48,19,2,40,45,21,44,43,42,22,56,58,57,59,60,61,39,40,41,24,23,31,25,7,5,4,16,3,14,62,49,50,51,28,29,10,52,53,32,17,1,18,38,13,37,54,55,30,33,63,26,27,36,35,64,34,6,15,9,67,65,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,10,11,38,3,19,20,1,4,24,21,22,23,36,38,33,39,25,40,65,62,61,60,41,59,12,13,34,32,31,14,30,64,42,43,44,45,46,,28,29,47,15,6,26,35,5,48,56,57,58,55,54,51,53,52,50,16,9,8,17,7,,49,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17,51,49,30,29,50,22,18,20,36,19,21,12,48,31,26,37,38,39,41,42,43,44,24,40,11,1,7,8,9,2,4,27,52,53,54,55,56,13,66,67,65,6,23,15,61,25,32,45,46,47,33,34,57,58,59,60,35,62,3,10,5,64,28,63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,32,14,52,31,16,15,13,30,17,11,12,29,46,47,48,36,37,38,62,61,60,59,53,63,10,6,20,19,18,3,7,64,41,42,43,44,45,27,24,25,50,4,28,26,39,33,51,58,57,56,55,54,21,22,23,40,49,34,5,9,1,67,65,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,32,9,62,31,29,30,10,5,25,24,6,28,27,31,52,8,11,34,58,59,60,61,44,45,43,46,47,57,50,48,49,56,20,15,14,12,13,35,38,39,40,1,36,37,22,41,26,42,54,63,65,64,19,18,17,16,33,4,3,53,2,67,55,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,7,5,27,6,4,3,8,9,15,16,10,25,44,66,65,33,32,34,60,59,58,57,26,56,41,13,21,22,23,12,19,67,35,36,37,38,39,17,30,40,52,29,20,49,50,53,31,63,62,61,54,55,47,28,46,48,43,42,1,24,14,45,64,51
6,7,8,28,26,27,64,65,66,63,49,50,51,52,53,24,25,71,1,2,3,4,5,54,55,56,57,58,59,60,61,62,29,30,31,32,33,34,35,19,20,21,22,23,9,10,11,12,13,14,15,16,17,18,39,40,41,42,43,44,45,46,68,37,38,67,36,70,47,48,69,,,26,8,28,10,50,27,9,7,22,25,23,21,24,20,37,64,65,13,15,14,53,54,55,56,51,52,44,43,38,39,40,41,42,63,5,4,3,2,1,49,48,47,16,30,45,31,11,66,12,59,60,61,57,58,34,35,36,6,19,17,18,46,32,67,62,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,12,19,13,42,14,18,9,11,1,17,15,16,8,21,43,44,22,2,23,45,46,47,48,49,50,51,52,53,54,55,56,57,58,24,25,26,27,28,6,29,30,31,32,33,5,34,59,35,60,61,62,63,64,36,37,38,39,10,40,3,65,41,67,66,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,60,59,58,57,4,12,13,14,7,15,16,17,18,19,56,55,2,8,20,21,22,23,1,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,66,65,64,63,62,3,6,11,67,68,69,10,24,70,9,5,71,,,27,28,3,30,29,31,32,33,34,35,36,37,38,39,40,43,44,41,42,5,45,46,47,48,49,50,54,52,56,57,58,55,53,51,2,7,8,9,10,60,6,11,12,4,13,14,15,16,61,62,63,64,65,66,1,20,21,22,23,24,17,19,18,67,26,25
18,19,20,26,21,22,23,24,25,27,12,13,14,15,16,66,69,65,56,52,53,54,55,29,57,58,59,60,61,62,63,64,45,46,47,48,49,50,51,40,41,42,43,44,32,33,34,35,36,37,38,39,30,31,5,6,7,8,10,1,2,9,17,67,68,28,11,70,3,4,71,,,11,12,68,10,23,9,66,13,14,6,65,64,5,4,35,34,33,32,15,31,63,62,61,60,59,58,30,29,28,27,26,25,24,57,56,55,54,53,52,3,51,50,49,7,2,1,48,8,47,46,45,44,43,42,41,40,39,38,37,21,17,18,19,20,36,22
33,34,35,7,3,4,29,30,13,36,37,38,39,40,8,41,42,55,56,57,58,59,60,61,23,24,25,26,27,1,2,22,43,44,45,46,47,48,49,21,20,19,18,17,16,14,5,6,69,70,50,51,10,11,64,65,66,67,68,15,32,9,54,71,72,12,52,63,53,31,62,,,29,30,31,32,33,34,35,36,22,23,24,25,26,37,38,51,52,53,54,55,63,64,65,66,57,56,8,12,11,10,9,7,13,50,37,38,39,40,41,20,49,48,47,19,3,21,46,1,45,62,61,60,58,59,15,16,17,18,19,5,2,14,6,44,43,4
37,38,39,69,26,2,24,25,49,48,64,65,66,67,71,50,51,1,9,10,11,12,13,3,59,60,61,62,63,7,8,40,52,53,54,55,56,57,58,27,28,29,30,31,18,19,20,21,36,22,15,23,6,4,32,33,34,35,16,5,68,70,41,42,43,44,45,17,46,14,47,,,3,2,32,33,35,34,4,1,15,16,17,14,13,24,31,55,56,29,36,30,57,58,59,60,28,27,21,23,22,40,20,39,38,61,10,11,12,37,19,54,5,6,42,41,26,25,7,62,43,63,64,65,50,49,44,47,45,48,46,53,51,9,52,67,66,8
28,29,30,21,3,1,31,32,33,15,16,17,18,19,20,35,34,4,6,7,8,9,10,2,14,22,23,24,25,13,49,64,65,66,67,68,69,70,71,48,47,46,45,44,43,42,41,40,39,38,37,36,27,26,50,51,52,53,54,55,56,57,58,59,60,61,11,5,62,63,12,,,2,1,25,28,47,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,3,26,27,5,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,4,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
14,15,16,30,31,32,67,66,65,69,19,20,21,22,23,1,2,45,25,26,27,28,29,13,53,52,51,50,49,48,47,46,39,38,37,36,35,34,33,40,41,42,43,44,63,62,61,60,59,58,57,56,55,54,3,4,5,6,12,7,11,10,70,17,18,71,24,64,8,9,68,,,24,21,23,22,58,33,20,34,17,35,18,19,16,36,15,60,59,25,37,14,66,65,64,63,62,61,41,42,43,47,46,45,44,48,13,12,11,10,9,49,32,31,30,40,50,29,7,51,6,52,53,54,55,56,1,4,3,2,28,27,26,39,38,57,67,5
13,14,15,4,20,3,18,19,17,16,21,22,23,24,8,49,50,12,42,43,44,45,46,1,58,59,60,61,62,25,26,68,51,52,53,54,55,56,57,63,64,65,66,67,31,32,33,34,11,35,36,37,28,29,38,39,40,41,69,27,5,7,6,47,48,2,10,70,9,30,71,,,10,16,7,9,53,14,21,15,13,12,20,17,11,8,22,18,19,35,37,36,59,60,61,62,3,54,55,23,24,25,26,27,28,56,38,39,40,41,42,4,51,52,43,30,2,29,5,1,45,63,64,65,57,58,46,47,48,49,31,32,33,50,34,,44,6
21,22,23,24,4,5,36,37,3,20,6,7,8,9,25,18,19,52,65,66,67,68,69,70,59,60,61,62,63,64,58,57,26,27,28,29,30,31,32,47,48,49,50,51,10,11,12,13,14,33,34,35,16,17,38,39,40,41,42,43,44,53,1,54,55,2,15,56,45,46,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,6,43,36,37,63,64,11,2,20,21,22,23,24,34,35,56,58,59,60,61,62,57,25,26,27,28,29,15,16,70,45,46,47,48,49,50,51,39,40,41,42,38,30,31,32,33,14,52,53,54,7,8,65,66,67,68,69,13,12,44,1,18,19,3,10,71,9,17,72,,,4,5,11,10,9,7,8,6,18,19,23,20,22,21,24,46,47,66,65,64,58,60,59,61,62,63,25,2,12,13,14,1,15,48,26,27,28,29,30,16,49,50,51,32,33,17,36,34,37,55,56,54,52,53,40,38,41,39,44,35,43,42,3,67,57,45
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,5,49,1,2,50,51,12,13,6,7,8,9,38,64,65,69,30,31,32,33,34,29,16,17,18,19,20,14,15,66,57,58,59,60,61,62,63,52,53,54,55,56,24,25,26,27,28,35,36,37,22,23,41,42,43,44,45,46,47,48,21,67,68,11,10,70,39,40,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,46,42,2,1,58,59,60,13,63,64,65,66,62,19,20,18,4,5,6,7,8,9,53,54,55,56,57,69,70,43,21,22,23,24,25,26,27,28,29,30,31,32,34,35,36,37,33,38,39,40,14,15,48,49,50,51,47,16,17,68,41,11,12,61,67,71,52,10,3,,,8,6,7,9,32,17,18,33,12,16,15,14,13,31,28,29,30,23,27,24,60,61,59,58,48,47,67,34,38,40,39,42,54,53,1,2,3,5,4,44,64,65,26,45,62,41,11,63,25,55,56,57,50,51,22,19,21,20,37,35,36,43,46,66,49,10
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,12,70,19,20,18,17,15,69,40,41,42,43,44,26,25,22,58,57,56,55,54,53,61,62,63,64,65,66,67,68,46,47,48,49,50,51,52,39,38,37,36,35,30,29,28,27,31,32,33,34,24,23,7,6,5,4,8,2,9,60,59,13,14,16,45,21,3,1,71,,,8,9,36,37,39,38,10,11,5,7,4,6,1,49,12,53,54,13,14,15,55,56,57,58,43,42,40,41,31,32,33,50,34,59,26,27,28,29,30,66,16,17,18,2,51,45,44,60,19,61,62,63,46,47,22,23,24,25,48,21,52,35,3,65,64,20
5,6,7,59,60,61,4,3,1,62,51,52,53,54,55,56,57,58,15,16,17,18,19,20,63,64,65,66,67,68,69,70,8,9,10,11,12,13,14,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,21,22,23,24,25,26,27,71,48,49,50,2,47,46,29,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,19,20,21,14,22,23,24,25,26,27,28,29,30,31,32,7,2,3,4,5,6,1,64,65,66,67,68,69,70,71,33,34,35,36,37,38,39,49,50,51,52,53,54,55,56,57,26,25,24,23,22,21,40,41,42,43,44,45,15,46,16,47,48,10,9,8,11,12,13,,,7,10,11,9,51,8,52,12,6,5,24,53,23,4,54,55,56,57,21,22,58,59,60,61,62,63,25,26,27,28,29,30,31,64,65,66,36,37,38,3,33,34,1,13,14,15,32,39,40,41,42,43,44,45,46,47,48,49,67,50,16,19,17,20,35,18
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,22,23,18,19,68,69,70,71,24,25,26,27,28,3,2,17,1,4,5,6,7,8,45,46,47,48,49,50,51,52,9,10,11,12,13,14,15,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,29,30,31,32,33,34,35,36,42,39,40,42,41,16,37,38,44,,,52,24,26,25,68,53,27,28,29,30,31,54,55,20,56,16,17,32,33,34,67,66,65,64,63,62,45,46,47,48,49,50,51,44,5,6,7,8,9,36,21,22,3,42,43,3,1,41,23,61,60,59,58,57,10,11,12,13,14,15,19,37,38,39,40,2
7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,,,19,9,20,21,22,23,1,11,12,13,14,15,16,17,18,7,8,31,32,33,10,24,25,26,27,28,29,30,35,36,37,38,39,40,2,3,4,5,6,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,61,62,63,64,65,1,67
3,4,5,63,6,7,8,9,1,49,19,20,21,22,59,45,46,47,56,55,54,53,52,51,66,67,68,69,70,64,65,71,24,25,26,27,28,29,30,44,43,42,41,40,36,35,34,33,61,37,38,39,32,31,14,15,16,17,60,13,11,62,50,57,58,2,23,48,10,12,18,,,14,5,22,21,49,18,17,23,6,34,19,8,13,9,20,56,57,27,28,26,59,60,61,62,52,53,48,47,46,45,44,43,42,58,10,11,12,3,15,24,39,38,32,25,37,29,35,54,30,63,64,65,51,50,1,16,4,2,40,7,36,41,33,N/A,55,31
34,33,32,4,36,35,38,37,15,14,8,9,10,11,5,55,54,46,44,43,42,41,40,39,22,21,20,19,18,24,23,17,53,52,51,50,49,48,47,67,68,69,70,71,66,65,64,63,62,61,60,59,58,57,2,3,6,7,29,12,28,1,31,27,26,16,30,45,25,13,56,,,9,2,36,10,52,35,34,11,3,33,32,31,4,15,12,64,65,37,38,39,57,58,59,60,55,56,42,43,44,45,46,47,48,66,21,22,23,24,25,16,40,41,19,13,8,17,18,51,20,61,62,63,53,54,26,27,28,29,5,14,1,49,6,50,67,7
43,42,41,30,13,11,16,17,18,70,48,47,46,45,44,15,14,23,33,67,40,71,35,32,55,54,53,52,51,50,57,56,63,62,61,60,59,58,69,25,21,20,26,27,2,5,6,4,9,7,8,10,3,1,34,39,38,37,36,19,31,68,28,66,65,22,64,24,49,29,12,,,24,5,26,12,33,1,25,24,4,11,27,3,32,13,34,7,8,20,36,37,9,19,17,18,45,44,58,57,56,55,54,53,52,28,51,50,49,48,47,65,38,39,64,14,46,40,41,6,35,21,23,22,31,30,63,62,61,60,42,2,43,59,15,66,10,16
8,9,10,,3,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,7,,,,,,,,,,,,,,1,,,26,15,9,10,8,14,44,2,12,6,46,45,17,3,47,27,22,48,5,49,29,30,31,32,21,28,33,16,7,23,13,24,25,34,56,57,58,59,60,4,66,67,51,43,11,1,37,38,52,53,54,55,19,20,61,62,63,64,41,42,18,40,39,65,35,36
9,10,11,20,43,44,31,32,30,34,38,39,40,41,42,47,48,70,65,66,67,68,69,64,21,22,23,24,25,26,27,36,12,13,14,15,16,17,18,59,60,61,62,63,52,53,54,55,51,56,57,58,49,50,3,4,5,6,28,2,1,19,35,45,46,29,37,71,7,8,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,15,3,62,63,0,68,20,10,29,30,31,32,33,64,65,66,34,35,36,37,38,14,13,21,22,23,24,25,26,27,1,4,6,8,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,11,12,16,17,18,19,28,58,59,60,9,61,67,7,69,70,,,6,4,21,5,22,19,20,9,10,18,23,24,11,12,25,26,27,28,29,30,31,32,33,34,35,36,13,14,37,38,39,40,41,42,47,46,45,44,43,8,66,65,64,7,2,3,63,62,61,60,59,58,57,56,55,54,53,52,51,50,1,15,16,49,48,17
12,13,14,36,20,10,33,34,24,25,42,43,44,45,37,21,22,70,15,16,17,18,19,11,62,63,64,65,66,67,68,69,26,27,28,29,30,31,32,56,57,58,59,60,48,49,50,51,52,53,54,55,46,47,5,6,7,8,9,3,2,35,1,38,39,40,41,71,23,4,61,,,10,13,49,20,54,22,21,15,16,17,18,19,1,14,23,53,52,43,44,45,55,56,57,58,59,60,8,2,4,5,6,3,7,67,38,39,40,41,42,36,50,51,37,11,26,32,33,34,35,61,62,63,64,65,27,28,29,30,47,48,24,9,25,46,66,31
47,46,45,1,12,4,49,50,51,48,8,9,10,11,2,52,53,71,13,14,15,16,17,5,23,22,21,20,19,6,7,18,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,63,28,27,26,25,24,60,59,58,57,56,55,65,64,68,61,62,67,3,70,66,54,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,11,37,29,12,30,31,32,33,50,51,52,53,54,27,28,70,15,16,17,18,19,14,56,57,58,59,60,61,62,63,38,39,40,41,42,43,44,45,46,47,48,49,22,23,24,25,26,34,35,36,20,21,4,5,6,7,68,2,1,67,13,64,65,66,55,71,8,3,69,,,55,22,2,21,18,19,15,17,16,20,17,15,1,24,23,34,35,25,32,33,45,46,47,48,17,18,59,26,27,28,29,30,31,61,3,4,5,6,7,49,56,57,37,53,38,39,14,60,40,50,51,52,41,42,8,9,10,11,43,12,44,58,54,63,62,13
12,13,14,15,16,17,1,2,61,62,56,57,58,59,60,18,19,20,3,4,5,6,7,8,51,52,53,54,55,11,10,9,44,45,46,47,48,49,50,39,40,41,42,43,29,30,31,32,33,34,35,36,37,38,25,26,27,28,21,22,23,24,63,64,65,66,67,68,69,70,71,,,30,31,32,33,34,35,36,37,19,40,39,38,13,1,18,16,17,6,20,21,22,23,24,25,26,27,28,29,4,3,5,30,31,7,41,42,43,44,45,47,48,49,8,13,59,2,54,53,32,50,51,52,14,15,55,56,57,58,63,9,10,62,11,61,12,60
4,5,6,65,3,2,64,63,15,7,23,22,21,20,66,42,41,50,62,61,60,59,58,57,49,48,47,46,45,44,43,69,31,30,29,28,27,26,25,56,55,54,53,52,40,39,38,37,70,36,35,34,33,32,8,9,10,11,68,16,13,67,1,19,18,15,24,51,14,17,71,,,3,19,32,31,49,43,42,24,17,26,44,3,18,21,29,56,55,5,25,48,63,62,61,60,53,52,12,13,9,10,11,14,15,64,41,40,39,38,37,22,6,7,8,2,20,23,46,54,45,59,58,57,51,50,36,35,34,33,4,28,27,16,1,67,65,47
28,29,30,10,1,2,,,,,6,7,8,9,3,,,,,,,,,,,,,,,,,,,,,,,,,23,24,25,26,27,17,18,19,20,,,,,4,5,12,13,14,15,,16,,11,,,,,21,,22,,,,,,17,,,,,,,10,,,18,,,21,6,5,,,,3,8,4,2,,11,12,9,19,,20,22,,,13,14,15,16,,,,,,,,,,1,,,,1,,,,,,,6,,,,,,,
1,2,3,70,46,47,48,49,17,71,12,13,14,15,16,44,45,11,28,29,30,31,32,33,20,21,22,23,24,25,26,27,4,5,6,7,8,9,10,60,61,62,63,64,50,51,52,53,54,55,56,57,58,59,34,35,36,37,38,39,40,41,67,65,66,18,19,68,42,43,69,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,66,67,19,20,21,65,64,63,62,16,22,23,17,24,25,26,18,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,66,39,56,68,67,13,51,21,22,23,24,25,27,28,63,58,59,60,61,62,57,34,35,36,37,38,52,53,70,44,45,46,47,48,49,50,29,30,31,32,33,15,16,17,18,43,40,41,42,19,20,7,8,9,10,69,5,4,65,12,54,55,14,26,64,11,6,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,11,70,6,8,67,66,60,63,2,3,4,5,69,29,28,27,56,55,54,53,52,7,51,50,49,48,47,46,45,68,18,17,16,15,14,13,12,44,43,42,41,40,35,34,33,32,36,39,38,37,31,30,22,21,20,19,65,26,25,71,64,62,61,59,1,57,23,24,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,7,10,46,47,1,2,3,8,22,23,24,25,12,27,28,69,48,49,50,51,52,53,54,55,56,57,58,59,60,61,29,30,31,32,33,34,35,64,65,66,67,68,36,37,38,39,40,41,42,43,44,45,18,19,20,21,16,14,13,11,9,62,63,4,26,70,17,15,71,,,1,7,40,33,49,44,31,37,6,38,39,32,5,43,29,50,51,35,34,30,58,59,60,61,52,53,11,10,13,14,15,9,12,57,23,24,25,26,27,42,47,48,36,2,4,41,46,65,28,62,63,64,54,55,22,21,20,19,18,17,8,16,3,NA,56,45
21,22,23,27,1,2,4,5,3,12,7,8,9,10,24,55,54,38,43,42,41,40,39,29,36,35,34,33,32,31,30,37,62,61,60,59,58,57,56,67,66,65,64,63,53,52,51,50,46,49,48,47,45,44,13,14,15,16,26,19,18,25,28,68,69,6,11,71,17,20,70,,,8,1,53,5,45,31,40,19,4,18,33,27,7,30,52,65,64,29,28,41,61,60,59,58,51,50,24,25,13,11,12,16,17,63,39,38,37,36,35,43,47,46,44,10,3,32,23,54,26,57,56,55,49,48,20,21,22,34,42,14,2,15,9,67,62,6
1,6,13,49,5,7,60,61,62,50,45,44,43,42,40,32,41,63,15,16,17,18,19,20,21,34,33,22,23,24,25,38,64,65,66,67,68,69,70,51,52,53,54,55,2,8,14,26,12,37,36,35,27,28,3,9,29,30,39,10,11,31,4,56,57,58,48,59,47,46,71,,,23,18,20,21,22,19,11,17,16,24,25,26,8,26,27,63,62,28,29,30,61,60,59,58,57,56,4,2,5,6,7,3,9,64,35,34,33,32,31,41,39,38,37,36,1,42,43,65,44,57,56,55,54,53,48,47,46,45,17,49,52,10,51,66,67,50
17,18,19,69,22,23,14,15,13,11,26,27,28,29,30,24,25,68,62,63,64,65,66,67,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,35,36,32,33,34,52,53,54,55,56,57,58,59,60,61,1,2,3,4,5,6,9,10,12,20,21,16,31,71,7,8,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
